Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
colv,2014,2014-07-16,south,ss7,0.0,0.0,100.0,100.0,agottesman,snowdepthcm-0
colv,2014,2014-07-16,south,ss8,0.0,0.0,100.0,100.0,agottesman,snowdepthcm-0
colv,2014,2014-07-16,south,ss9,0.0,15.0,85.0,100.0,agottesman,snowdepthcm-0
colv,2014,2014-07-16,south,ss10,0.0,0.0,100.0,100.0,agottesman,snowdepthcm-0
iglo,2014,2014-06-06,studyarea,,99.0,0.0,1.0,100.0,nlecomte,
iglo,2014,2014-06-07,studyarea,,99.0,0.0,1.0,100.0,nlecomte,
iglo,2014,2014-06-10,studyarea,,98.0,0.0,2.0,100.0,nlecomte,
iglo,2014,2014-06-22,studyarea,,30.0,15.0,55.0,100.0,nlecomte,
iglo,2014,2014-06-11,studyarea,,98.0,0.0,2.0,100.0,nlecomte,
ikpi,2014,2014-06-05,1,1,0.0,90.0,10.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,7,0.0,75.0,25.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,10,0.0,80.0,20.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,17,0.0,60.0,40.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,18,0.0,30.0,70.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,23,5.0,20.0,75.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,28,10.0,0.0,90.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,30,15.0,0.0,85.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,37,0.0,15.0,85.0,100.0,pchilton,
ikpi,2014,2014-06-05,1,40,0.0,35.0,65.0,100.0,pchilton,
ikpi,2014,2014-06-05,2,1,0.0,60.0,40.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,4,5.0,45.0,50.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,10,10.0,45.0,45.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,17,10.0,45.0,45.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,20,55.0,35.0,10.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,21,5.0,75.0,20.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,23,5.0,45.0,50.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,32,10.0,35.0,55.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,36,5.0,20.0,75.0,100.0,mdodds,
ikpi,2014,2014-06-05,2,37,0.0,45.0,55.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,2,5.0,45.0,50.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,5,5.0,60.0,35.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,6,5.0,75.0,20.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,10,0.0,70.0,30.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,15,5.0,5.0,90.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,20,0.0,20.0,80.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,29,5.0,5.0,90.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,34,0.0,35.0,65.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,35,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-06,3,38,0.0,25.0,75.0,100.0,mdodds,
ikpi,2014,2014-06-09,3,38,0.0,35.0,65.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,35,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,34,0.0,30.0,70.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,29,0.0,15.0,85.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,20,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,15,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,10,0.0,80.0,20.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,6,0.0,60.0,40.0,100.0,pchilton,snow was less than 1%
ikpi,2014,2014-06-09,3,5,0.0,65.0,35.0,100.0,pchilton,
ikpi,2014,2014-06-09,3,2,0.0,55.0,45.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,37,0.0,35.0,65.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,36,0.0,30.0,70.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,32,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,23,0.0,25.0,75.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,21,5.0,60.0,35.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,20,25.0,20.0,55.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,17,0.0,35.0,65.0,100.0,pchilton,less than 1% snow
ikpi,2014,2014-06-09,2,10,5.0,35.0,60.0,100.0,pchilton,
ikpi,2014,2014-06-09,2,4,0.0,60.0,40.0,100.0,pchilton,less than 1% snow
ikpi,2014,2014-06-09,2,1,0.0,85.0,15.0,100.0,pchilton,
ikpi,2014,2014-06-09,1,1,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-09,1,7,0.0,90.0,10.0,100.0,rhammond,
ikpi,2014,2014-06-09,1,10,0.0,90.0,10.0,100.0,rhammond,
ikpi,2014,2014-06-09,1,17,0.0,45.0,55.0,100.0,rhammond,
ikpi,2014,2014-06-09,1,18,0.0,40.0,60.0,100.0,rhammond,
ikpi,2014,2014-06-09,1,23,0.0,0.0,100.0,100.0,rhammond,snow and water both less than 5%
ikpi,2014,2014-06-09,1,28,5.0,0.0,95.0,100.0,rhammond,water less than 5%
ikpi,2014,2014-06-09,1,30,0.0,0.0,100.0,100.0,rhammond,snow and water both less than 5%
ikpi,2014,2014-06-09,1,37,0.0,10.0,90.0,100.0,rhammond,
ikpi,2014,2014-06-09,1,40,0.0,45.0,55.0,100.0,rhammond,
ikpi,2014,2014-06-12,2,1,0.0,50.0,50.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,4,0.0,20.0,80.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,10,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,17,0.0,20.0,80.0,100.0,mdodds,snow was less than 1%
ikpi,2014,2014-06-12,2,20,5.0,40.0,55.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,21,0.0,10.0,90.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,23,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,32,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,36,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-12,2,37,0.0,10.0,90.0,100.0,mdodds,
ikpi,2014,2014-06-12,3,38,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,35,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,34,0.0,35.0,65.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,29,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,20,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,15,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,10,0.0,60.0,40.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,6,0.0,70.0,30.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,5,0.0,55.0,45.0,100.0,pchilton,
ikpi,2014,2014-06-12,3,2,0.0,55.0,45.0,100.0,pchilton,
ikpi,2014,2014-06-12,1,1,0.0,90.0,10.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,7,0.0,80.0,20.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,10,0.0,85.0,15.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,17,0.0,35.0,65.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,18,0.0,40.0,60.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,23,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,28,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,30,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,37,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-12,1,40,0.0,25.0,75.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,38,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,35,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,34,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,29,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,20,0.0,10.0,90.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,15,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,10,0.0,45.0,55.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,6,0.0,40.0,60.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,5,0.0,25.0,75.0,100.0,rhammond,
ikpi,2014,2014-06-19,3,2,0.0,30.0,70.0,100.0,rhammond,
ikpi,2014,2014-06-19,1,1,0.0,40.0,60.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,7,0.0,35.0,65.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,10,0.0,30.0,70.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,17,0.0,15.0,85.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,18,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,23,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,28,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,30,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,37,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-06-19,1,40,0.0,20.0,80.0,100.0,pchilton,
ikpi,2014,2014-06-19,2,37,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,36,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,32,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,23,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,21,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,20,0.0,30.0,70.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,17,0.0,15.0,85.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,10,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,4,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-19,2,1,0.0,35.0,65.0,100.0,mdodds,
ikpi,2014,2014-06-27,1,1,0.0,55.0,45.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,7,0.0,40.0,60.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,10,0.0,35.0,65.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,17,0.0,20.0,80.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,18,0.0,10.0,90.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,23,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,28,0.0,20.0,80.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,30,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,37,0.0,10.0,90.0,100.0,rhammond,
ikpi,2014,2014-06-27,1,40,0.0,30.0,70.0,100.0,rhammond,
ikpi,2014,2014-06-27,3,38,0.0,40.0,60.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,35,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,34,0.0,45.0,55.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,29,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,20,0.0,20.0,80.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,15,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,10,0.0,55.0,45.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,6,0.0,70.0,30.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,5,0.0,25.0,75.0,100.0,pchilton,
ikpi,2014,2014-06-27,3,2,0.0,70.0,30.0,100.0,pchilton,
ikpi,2014,2014-06-27,2,37,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,36,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,32,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,23,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,21,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,20,0.0,30.0,70.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,17,0.0,10.0,90.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,10,0.0,10.0,90.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,4,0.0,30.0,70.0,100.0,mdodds,
ikpi,2014,2014-06-27,2,1,0.0,65.0,35.0,100.0,mdodds,
ikpi,2014,2014-07-03,1,1,0.0,50.0,50.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,7,0.0,45.0,55.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,10,0.0,45.0,55.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,17,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,18,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,23,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,28,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,30,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,37,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-03,1,40,0.0,25.0,75.0,100.0,pchilton,
ikpi,2014,2014-07-03,2,37,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,36,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,32,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,23,0.0,10.0,90.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,21,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,20,0.0,25.0,75.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,17,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,10,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,4,0.0,15.0,85.0,100.0,mdodds,
ikpi,2014,2014-07-03,2,1,0.0,80.0,20.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,38,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,35,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,34,0.0,10.0,90.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,29,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,20,0.0,10.0,90.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,15,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,10,0.0,80.0,20.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,6,0.0,80.0,20.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,5,0.0,60.0,40.0,100.0,mdodds,
ikpi,2014,2014-07-03,3,2,0.0,30.0,70.0,100.0,mdodds,
ikpi,2014,2014-07-10,1,1,0.0,60.0,40.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,7,0.0,40.0,60.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,10,0.0,50.0,50.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,17,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,18,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,23,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,28,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,30,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,37,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-10,1,40,0.0,15.0,85.0,100.0,rhammond,
ikpi,2014,2014-07-10,2,37,0.0,25.0,75.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,36,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,32,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,23,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,21,0.0,15.0,85.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,20,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,17,0.0,85.0,15.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,10,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,4,0.0,30.0,70.0,100.0,pchilton,
ikpi,2014,2014-07-10,2,1,0.0,80.0,20.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,38,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,35,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,34,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,29,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,20,0.0,10.0,90.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,15,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,10,0.0,35.0,65.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,6,0.0,60.0,40.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,5,0.0,75.0,25.0,100.0,pchilton,
ikpi,2014,2014-07-10,3,2,0.0,30.0,70.0,100.0,pchilton,
ikpi,2014,2014-07-17,2,37,0.0,15.0,85.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,36,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,32,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,23,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,21,0.0,5.0,95.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,20,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,17,0.0,35.0,65.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,10,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,4,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-17,2,1,0.0,0.0,100.0,100.0,mdodds,
ikpi,2014,2014-07-17,1,1,0.0,60.0,40.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,7,0.0,35.0,65.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,10,0.0,60.0,40.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,17,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,18,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,23,0.0,10.0,90.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,28,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,30,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,37,0.0,0.0,100.0,100.0,rhammond,
ikpi,2014,2014-07-17,1,40,0.0,5.0,95.0,100.0,rhammond,
ikpi,2014,2014-07-17,3,38,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,35,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,34,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,29,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,20,0.0,5.0,95.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,15,0.0,0.0,100.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,10,0.0,55.0,45.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,6,0.0,60.0,40.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,5,0.0,70.0,30.0,100.0,pchilton,
ikpi,2014,2014-07-17,3,2,0.0,70.0,30.0,100.0,pchilton,
made,2014,2014-06-06,fishb,A11,0.0,75.0,25.0,100.0,fsmith,
made,2014,2014-06-06,fishb,A18,0.0,25.0,75.0,100.0,pwoodard,
made,2014,2014-06-06,fishb,D11,0.0,80.0,20.0,100.0,fsmith,
made,2014,2014-06-06,fishb,D15,0.0,65.0,35.0,100.0,pwoodard,
made,2014,2014-06-06,fishb,D2,0.0,85.0,15.0,100.0,fsmith,
made,2014,2014-06-06,fishb,E20,0.0,90.0,10.0,100.0,pwoodard,
made,2014,2014-06-06,fishb,F8,0.0,95.0,5.0,100.0,fsmith,
made,2014,2014-06-06,fishb,G13,0.0,40.0,60.0,100.0,pwoodard,
made,2014,2014-06-06,fishb,G18,0.0,95.0,5.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,A1,0.0,50.0,50.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,A12,0.0,95.0,5.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,C16,0.0,40.0,60.0,100.0,tkydd,
made,2014,2014-06-07,fisha,C8,0.0,45.0,55.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,D11,0.0,85.0,15.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,E3,0.0,50.0,50.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,F14,0.0,30.0,70.0,100.0,tkydd,
made,2014,2014-06-07,fisha,G10,0.0,85.0,15.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,G6,0.0,85.0,15.0,100.0,pwoodard,
made,2014,2014-06-07,fisha,H17,0.0,40.0,60.0,100.0,tkydd,
made,2014,2014-06-07,taglu,B2,0.0,60.0,40.0,100.0,fsmith,
made,2014,2014-06-07,taglu,B8,0.0,95.0,5.0,100.0,canderson,
made,2014,2014-06-07,taglu,D5,0.0,95.0,5.0,100.0,fsmith,
made,2014,2014-06-07,taglu,E11,0.0,95.0,5.0,100.0,canderson,
made,2014,2014-06-07,taglu,E8,0.0,95.0,5.0,100.0,canderson,
made,2014,2014-06-07,taglu,F3,0.0,70.0,30.0,100.0,lbachellier,
made,2014,2014-06-07,taglu,H7,0.0,80.0,20.0,100.0,lbachellier,
made,2014,2014-06-07,taglu,I10,0.0,80.0,20.0,100.0,lbachellier,
made,2014,2014-06-07,taglu,L10,0.0,70.0,30.0,100.0,lbachellier,
made,2014,2014-06-07,taglu,L7,0.0,80.0,20.0,100.0,lbachellier,
made,2014,2014-06-15,fisha,A1,0.0,35.0,65.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,A12,0.0,25.0,75.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,C16,0.0,40.0,60.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,C8,0.0,35.0,65.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,D11,0.0,35.0,65.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,E3,0.0,30.0,70.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,F14,0.0,65.0,35.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,G10,0.0,70.0,30.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,G6,0.0,65.0,35.0,100.0,pwoodard,
made,2014,2014-06-15,fisha,H17,0.0,80.0,20.0,100.0,pwoodard,
made,2014,2014-06-15,fishb,A11,0.0,10.0,90.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,A18,0.0,10.0,90.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,C6,0.0,10.0,90.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,D11,0.0,15.0,85.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,D15,0.0,10.0,90.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,D2,0.0,10.0,90.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,E20,0.0,10.0,90.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,F8,0.0,20.0,80.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,G13,0.0,20.0,80.0,100.0,lbachellier,
made,2014,2014-06-15,fishb,G18,0.0,20.0,80.0,100.0,lbachellier,
made,2014,2014-06-15,taglu,B2,0.0,30.0,70.0,100.0,tkydd,
made,2014,2014-06-15,taglu,B8,0.0,50.0,50.0,100.0,tkydd,
made,2014,2014-06-15,taglu,D5,0.0,70.0,30.0,100.0,tkydd,
made,2014,2014-06-15,taglu,E11,0.0,75.0,25.0,100.0,canderson,
made,2014,2014-06-15,taglu,E8,0.0,85.0,15.0,100.0,tkydd,
made,2014,2014-06-15,taglu,F3,0.0,60.0,40.0,100.0,tkydd,
made,2014,2014-06-15,taglu,H7,0.0,90.0,10.0,100.0,canderson,
made,2014,2014-06-15,taglu,I10,0.0,60.0,40.0,100.0,pwoodard,
made,2014,2014-06-15,taglu,L10,0.0,70.0,30.0,100.0,pwoodard,
made,2014,2014-06-15,taglu,L7,0.0,80.0,20.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,A1,0.0,25.0,75.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,A12,0.0,15.0,85.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,C16,0.0,30.0,70.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,C8,0.0,35.0,65.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,D11,0.0,25.0,75.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,E3,0.0,25.0,75.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,F14,0.0,40.0,60.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,G10,0.0,70.0,30.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,G6,0.0,60.0,40.0,100.0,pwoodard,
made,2014,2014-06-21,fisha,H17,0.0,75.0,25.0,100.0,pwoodard,
made,2014,2014-06-21,fishb,A11,0.0,15.0,85.0,100.0,tkydd,
made,2014,2014-06-21,fishb,A18,0.0,15.0,85.0,100.0,tkydd,
made,2014,2014-06-21,fishb,C6,0.0,20.0,80.0,100.0,tkydd,
made,2014,2014-06-21,fishb,D11,0.0,30.0,70.0,100.0,tkydd,
made,2014,2014-06-21,fishb,D15,0.0,40.0,60.0,100.0,tkydd,
made,2014,2014-06-21,fishb,D2,0.0,20.0,80.0,100.0,tkydd,
made,2014,2014-06-21,fishb,E20,0.0,35.0,65.0,100.0,tkydd,
made,2014,2014-06-21,fishb,F8,0.0,50.0,50.0,100.0,tkydd,
made,2014,2014-06-21,fishb,G13,0.0,40.0,60.0,100.0,tkydd,
made,2014,2014-06-21,fishb,G18,0.0,45.0,55.0,100.0,tkydd,
made,2014,2014-06-22,taglu,B2,0.0,40.0,60.0,100.0,tkydd,
made,2014,2014-06-22,taglu,B8,0.0,40.0,60.0,100.0,tkydd,
made,2014,2014-06-22,taglu,D5,0.0,55.0,45.0,100.0,tkydd,
made,2014,2014-06-22,taglu,E11,0.0,30.0,70.0,100.0,tkydd,
made,2014,2014-06-22,taglu,E8,0.0,70.0,30.0,100.0,tkydd,
made,2014,2014-06-22,taglu,F3,0.0,20.0,80.0,100.0,pwoodard,
made,2014,2014-06-22,taglu,H7,0.0,65.0,35.0,100.0,pwoodard,
made,2014,2014-06-22,taglu,I10,0.0,10.0,90.0,100.0,pwoodard,
